groups_frame_00000.csv,227,420
groups_frame_00024.csv,216,436
groups_frame_00048.csv,204,440
groups_frame_00072.csv,193,445
groups_frame_00096.csv,182,448
groups_frame_00120.csv,173,451
groups_frame_00144.csv,168,456
groups_frame_00168.csv,155,464
groups_frame_00192.csv,132,475
groups_frame_00216.csv,118,489
groups_frame_00240.csv,103,497
groups_frame_00264.csv,92,500
groups_frame_00288.csv,80,504
groups_frame_00312.csv,79,509
groups_frame_00336.csv,80,512
groups_frame_00360.csv,80,515
groups_frame_00384.csv,78,521
groups_frame_00408.csv,75,527
groups_frame_00432.csv,71,536
groups_frame_00456.csv,65,544
groups_frame_00480.csv,65,544
groups_frame_00504.csv,63,547
groups_frame_00528.csv,58,558
groups_frame_00552.csv,53,567
groups_frame_00576.csv,50,570
groups_frame_00600.csv,49,575
groups_frame_00624.csv,49,578
groups_frame_00648.csv,48,582
groups_frame_00672.csv,48,584
groups_frame_00696.csv,48,586
groups_frame_00720.csv,48,586
groups_frame_00744.csv,48,586
groups_frame_00768.csv,47,585
groups_frame_00792.csv,47,579
groups_frame_00816.csv,48,581
groups_frame_00840.csv,48,581
groups_frame_00864.csv,48,582
groups_frame_00888.csv,47,581
groups_frame_00912.csv,47,580
groups_frame_00936.csv,46,578
groups_frame_00960.csv,46,577
groups_frame_00984.csv,46,576
groups_frame_01008.csv,46,577
groups_frame_01032.csv,46,577
groups_frame_01056.csv,46,577
groups_frame_01080.csv,46,577
groups_frame_01104.csv,46,577
groups_frame_01128.csv,46,577
groups_frame_01152.csv,47,576
groups_frame_01176.csv,47,580
groups_frame_01200.csv,47,564
groups_frame_01224.csv,46,567
groups_frame_01248.csv,46,582
groups_frame_01272.csv,46,587
groups_frame_01296.csv,46,586
groups_frame_01320.csv,46,586
groups_frame_01344.csv,45,587
groups_frame_01368.csv,45,587
groups_frame_01392.csv,45,587
groups_frame_01416.csv,45,586
groups_frame_01440.csv,45,586
groups_frame_01464.csv,228,12
groups_frame_01488.csv,213,14
groups_frame_01512.csv,209,15
groups_frame_01536.csv,230,12
groups_frame_01560.csv,246,10
groups_frame_01584.csv,46,591
groups_frame_01608.csv,46,589
groups_frame_01632.csv,46,588
groups_frame_01656.csv,46,587
groups_frame_01680.csv,45,587
groups_frame_01704.csv,45,586
groups_frame_01728.csv,46,581
groups_frame_01752.csv,48,568
groups_frame_01776.csv,49,565
groups_frame_01800.csv,49,566
groups_frame_01824.csv,50,563
groups_frame_01848.csv,294,8
groups_frame_01872.csv,50,563
groups_frame_01896.csv,50,562
groups_frame_01920.csv,49,566
groups_frame_01944.csv,50,561
groups_frame_01968.csv,48,573
groups_frame_01992.csv,45,578
groups_frame_02016.csv,41,581
groups_frame_02040.csv,294,8
groups_frame_02064.csv,293,8
groups_frame_02088.csv,292,8
groups_frame_02112.csv,275,9
groups_frame_02136.csv,275,9
groups_frame_02160.csv,277,8
groups_frame_02184.csv,274,9
groups_frame_02208.csv,272,9
groups_frame_02232.csv,43,585
groups_frame_02256.csv,276,9
groups_frame_02280.csv,274,9
groups_frame_02304.csv,42,589
groups_frame_02328.csv,42,593
groups_frame_02352.csv,209,15
groups_frame_02376.csv,207,15
groups_frame_02400.csv,206,15
groups_frame_02424.csv,210,14
groups_frame_02448.csv,229,11
groups_frame_02472.csv,243,10
groups_frame_02496.csv,42,598
groups_frame_02520.csv,42,596
groups_frame_02544.csv,41,595
groups_frame_02568.csv,41,595
groups_frame_02592.csv,41,595
groups_frame_02616.csv,41,594
groups_frame_02640.csv,41,594
groups_frame_02664.csv,41,594
groups_frame_02688.csv,41,595
groups_frame_02712.csv,41,594
groups_frame_02736.csv,41,594
groups_frame_02760.csv,41,594
groups_frame_02784.csv,41,594
groups_frame_02808.csv,41,594
groups_frame_02832.csv,41,594
groups_frame_02856.csv,41,594
groups_frame_02880.csv,41,594
groups_frame_02904.csv,41,594
groups_frame_02928.csv,41,594
groups_frame_02952.csv,41,594
groups_frame_02976.csv,41,594
groups_frame_03000.csv,41,594
groups_frame_03024.csv,41,594
groups_frame_03048.csv,41,594
groups_frame_03072.csv,41,594
groups_frame_03096.csv,41,594
groups_frame_03120.csv,41,594
groups_frame_03144.csv,41,594
groups_frame_03168.csv,41,595
groups_frame_03192.csv,41,594
groups_frame_03216.csv,41,594
groups_frame_03240.csv,41,594
groups_frame_03264.csv,41,594
groups_frame_03288.csv,41,594
groups_frame_03312.csv,41,594
groups_frame_03336.csv,41,594
groups_frame_03360.csv,41,594
groups_frame_03384.csv,41,594
groups_frame_03408.csv,41,594
groups_frame_03432.csv,41,594
groups_frame_03456.csv,41,594
groups_frame_03480.csv,41,594
groups_frame_03504.csv,41,594
groups_frame_03528.csv,41,594
groups_frame_03552.csv,41,594
