11006,46,577
3056,419,5
2675,12,183
2413,804,48
2204,8,52
731,142,4
334,42,8
119,733,1
109,677,1
46,806,718
14,33,29
13,32,33
11,22,75
10,27,51
4,228,1
4,37,26
3,26,62
2,196,0
2,145,16
2,37,22
2,27,146
1,784,719
1,143,16
1,27,45
