11147,46,577
3068,418,5
2629,13,175
2380,804,47
2216,8,52
752,142,4
385,40,13
124,734,1
112,677,1
18,28,56
15,227,2
8,24,61
4,813,719
4,132,16
4,11,253
3,24,76
2,28,50
2,25,66
1,29,88
1,29,85
1,28,90
