408,549,1046
407,640,1053
163,556,983
102,619,939
17,626,945
10,553,1036
9,537,1043
8,618,932
6,566,986
4,541,1040
3,633,938
3,630,934
3,630,930
3,625,932
3,613,930
2,628,932
2,563,976
2,562,978
2,556,1032
1,653,1057
1,653,1055
1,643,1042
1,631,941
1,619,949
1,616,930
1,565,1032
1,565,980
1,564,983
1,551,1040
1,547,1040
1,543,1042
